Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","26/04/2021 14:32 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=0DHmas
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 5 - 17","Female 18 - 59","Female 60",f_other,"Female total",f_unknown,"Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 5 - 17","Male 18 - 59","Male 60","Male total",m_other,m_unknown,Total
2019,Romania,ROU,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"South Africa",ZAF,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,"Russian Federation",RUS,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,49
2019,Rwanda,RWA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,79
2019,"El Salvador",SLV,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,"Saudi Arabia",SAU,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,143
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Singapore,SGP,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Sierra Leone",SLE,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,"Solomon Islands",SLB,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,21
2019,Somalia,SOM,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,526
2019,"Viet Nam",VNM,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,277
2019,Sudan,SDN,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,543
2019,"South Sudan",SSD,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,"Syrian Arab Rep.",SYR,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,613
2019,"United Rep. of Tanzania",TZA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Thailand,THA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Timor-Leste,TLS,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Tonga,TON,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,32
2019,Tunisia,TUN,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Turkey,TUR,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,765
2019,"United Arab Emirates",ARE,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Uganda,UGA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,54
2019,Ukraine,UKR,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,"United States of America",USA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,Uzbekistan,UZB,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,"Venezuela (Bolivarian Republic of)",VEN,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,72
2019,Yemen,YEM,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,59
2019,Zambia,ZMB,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Zimbabwe,ZWE,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,584
2019,Stateless,XXA,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4702
2019,Tibetan,TIB,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Unknown ",,Australia,AUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,869
2019,Afghanistan,AFG,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,37276
2019,Albania,ALB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,72
2019,Algeria,DZA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,37
2019,Angola,AGO,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,65
2019,Egypt,EGY,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,220
2019,Armenia,ARM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,442
2019,Azerbaijan,AZE,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,240
2019,Burundi,BDI,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Benin,BEN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Bangladesh,BGD,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,325
2019,Bhutan,BTN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Burkina Faso",BFA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Belarus,BLR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,49
2019,"Bolivia (Plurinational State of)",BOL,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,"Bosnia and Herzegovina",BIH,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,80
2019,Canada,CAN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,China,CHN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,651
2019,Cameroon,CMR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,204
2019,Congo,COG,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,110
2019,"Dem. Rep. of the Congo",COD,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,374
2019,Cuba,CUB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Eritrea,ERI,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,408
2019,Ethiopia,ETH,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,228
2019,Gabon,GAB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Gambia,GMB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,133
2019,Georgia,GEO,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,392
2019,Ghana,GHA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,Guinea-Bissau,GNB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Guatemala,GTM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Guinea,GIN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,148
2019,"Cote d'Ivoire",CIV,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,71
2019,India,IND,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,44
2019,"Iran (Islamic Rep. of)",IRN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6393
2019,Iraq,IRQ,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8568
2019,Israel,ISR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Jordan,JOR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,78
2019,Kazakhstan,KAZ,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,113
2019,Kenya,KEN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,Kyrgyzstan,KGZ,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,171
2019,Kuwait,KWT,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Liberia,LBR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Libya,LBY,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,124
2019,Lebanon,LBN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,107
2019,"Sri Lanka",LKA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,68
2019,Madagascar,MDG,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Mauritania,MRT,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"North Macedonia",MKD,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,"Rep. of Moldova",MDA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,41
2019,Mali,MLI,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Mongolia,MNG,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,125
2019,Morocco,MAR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,36
2019,Montenegro,MNE,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Myanmar,MMR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Nepal,NPL,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,Nicaragua,NIC,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nigeria,NGA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,430
2019,Pakistan,PAK,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,312
2019,Philippines,PHL,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Romania,ROU,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"South Africa",ZAF,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Russian Federation",RUS,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8664
2019,Rwanda,RWA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,"Saudi Arabia",SAU,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,725
2019,Senegal,SEN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,"Sierra Leone",SLE,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,Somalia,SOM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7636
2019,"Viet Nam",VNM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Sudan,SDN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,344
2019,"South Sudan",SSD,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Syrian Arab Rep.",SYR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,51955
2019,Tajikistan,TJK,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,244
2019,Turkmenistan,TKM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Togo,TGO,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Tunisia,TUN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Turkey,TUR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,594
2019,Uganda,UGA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,Ukraine,UKR,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,265
2019,"United States of America",USA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Uzbekistan,UZB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,60
2019,"Venezuela (Bolivarian Republic of)",VEN,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,Yemen,YEM,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,311
2019,Zambia,ZMB,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Zimbabwe,ZWE,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Stateless,XXA,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3331
2019,"Unknown ",,Austria,AUT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4341
2019,Afghanistan,AFG,Azerbaijan,AZE,26,34,25,,136,6,,227,,29,49,31,,277,14,400,,,627
2019,Azerbaijan,AZE,Azerbaijan,AZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,652326
2019,Palestinian,PSE,Azerbaijan,AZE,0,0,0,,0,0,,0,,0,0,5,,0,0,5,,,5
2019,"Iran (Islamic Rep. of)",IRN,Azerbaijan,AZE,0,0,0,,10,0,,10,,0,0,0,,26,7,33,,,43
2019,Iraq,IRQ,Azerbaijan,AZE,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Libya,LBY,Azerbaijan,AZE,0,0,0,,0,0,,0,,5,0,0,,0,0,5,,,5
2019,Pakistan,PAK,Azerbaijan,AZE,0,0,0,,8,0,,8,,0,0,8,,0,0,8,,,16
2019,"Russian Federation",RUS,Azerbaijan,AZE,15,36,34,,88,7,,180,,20,33,32,,94,13,192,,,372
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,0,7,0,,0,0,,7,,0,0,0,,13,0,13,,,20
2019,Ukraine,UKR,Azerbaijan,AZE,0,0,0,,5,0,,5,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,Azerbaijan,AZE,0,0,0,,5,0,,5,,0,0,0,,6,0,6,,,11
2019,Stateless,XXA,Azerbaijan,AZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3585
2019,Iraq,IRQ,Bahrain,BHR,0,14,14,,78,7,,113,,7,15,9,,82,16,129,,,242
2019,Yemen,YEM,Bahrain,BHR,0,0,0,,9,0,,9,,0,0,0,,0,0,0,,,9
2019,Burundi,BDI,Burundi,BDI,1137,797,982,,19006,216,,22138,,1186,825,903,,8982,27,11923,,,34061
2019,Benin,BEN,Burundi,BDI,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,"Central African Rep.",CAF,Burundi,BDI,0,0,0,,0,0,,0,,0,0,0,,8,0,8,,,8
2019,"Dem. Rep. of the Congo",COD,Burundi,BDI,5676,8789,6530,,17470,998,,39463,,5865,9086,6682,,15943,825,38401,,,77864
2019,Kenya,KEN,Burundi,BDI,0,0,0,,0,0,,0,,5,0,0,,0,0,5,,,5
2019,Mali,MLI,Burundi,BDI,0,0,0,,6,0,,6,,0,0,7,,0,0,7,,,13
2019,Oman,OMN,Burundi,BDI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,974
2019,Rwanda,RWA,Burundi,BDI,39,104,41,,151,11,,346,,36,54,33,,120,22,265,,,611
2019,Somalia,SOM,Burundi,BDI,0,0,5,,5,0,,10,,0,0,0,,8,5,13,,,23
2019,"United Rep. of Tanzania",TZA,Burundi,BDI,0,5,5,,5,0,,15,,6,0,0,,0,0,6,,,21
2019,Turkey,TUR,Burundi,BDI,0,0,5,,5,0,,10,,0,5,0,,6,0,11,,,21
2019,Uganda,UGA,Burundi,BDI,0,5,5,,0,0,,10,,0,0,0,,5,0,5,,,15
2019,"United States of America",USA,Burundi,BDI,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Stateless,XXA,Burundi,BDI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,974
2019,Afghanistan,AFG,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5070
2019,Albania,ALB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,712
2019,Algeria,DZA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,75
2019,Angola,AGO,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,92
2019,Egypt,EGY,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,115
2019,Armenia,ARM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,156
2019,Azerbaijan,AZE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,97
2019,Burundi,BDI,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1179
2019,Benin,BEN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,43
2019,Bangladesh,BGD,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,"Burkina Faso",BFA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,106
2019,Belarus,BLR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,45
2019,Brazil,BRA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,"Bosnia and Herzegovina",BIH,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,61
2019,Bulgaria,BGR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,Cambodia,KHM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Central African Rep.",CAF,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,60
2019,Chad,TCD,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,36
2019,China,CHN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1283
2019,Chile,CHL,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,42
2019,Cameroon,CMR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,498
2019,Congo,COG,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,"Dem. Rep. of the Congo",COD,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1490
2019,Colombia,COL,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,73
2019,Cuba,CUB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Czechia,CZE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Djibouti,DJI,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,369
2019,Eritrea,ERI,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2254
2019,Ethiopia,ETH,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,170
2019,Gabon,GAB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,Gambia,GMB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,Palestinian,PSE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,844
2019,Georgia,GEO,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,98
2019,Ghana,GHA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,Guinea-Bissau,GNB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Guatemala,GTM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Guinea,GIN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3561
2019,Haiti,HTI,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Honduras,HND,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Croatia,HRV,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Hungary,HUN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,36
2019,"Cote d'Ivoire",CIV,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,192
2019,India,IND,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,"Iran (Islamic Rep. of)",IRN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1700
2019,Iraq,IRQ,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5602
2019,Israel,ISR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Jamaica,JAM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Jordan,JOR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,Kazakhstan,KAZ,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,52
2019,Kenya,KEN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,22
2019,Kyrgyzstan,KGZ,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,66
2019,"Dem. People's Rep. of Korea",PRK,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Kuwait,KWT,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Lao People's Dem. Rep.",LAO,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Liberia,LBR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Libya,LBY,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,81
2019,Lebanon,LBN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,121
2019,"Sri Lanka",LKA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,366
2019,Lithuania,LTU,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Madagascar,MDG,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Mauritania,MRT,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,271
2019,"North Macedonia",MKD,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,156
2019,"Rep. of Moldova",MDA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Mali,MLI,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,99
2019,Morocco,MAR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,145
2019,Montenegro,MNE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Myanmar,MMR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Nepal,NPL,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Niger,NER,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,131
2019,Nicaragua,NIC,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Nigeria,NGA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,66
2019,Pakistan,PAK,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,325
2019,Poland,POL,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,117
2019,Romania,ROU,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,37
2019,"South Africa",ZAF,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Russian Federation",RUS,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2772
2019,Rwanda,RWA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,864
2019,"El Salvador",SLV,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,389
2019,"Saudi Arabia",SAU,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,308
2019,Senegal,SEN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,431
2019,"Sierra Leone",SLE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,Somalia,SOM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2097
2019,"Viet Nam",VNM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,Sudan,SDN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,265
2019,"South Sudan",SSD,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16604
2019,"United Rep. of Tanzania",TZA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,57
2019,Tajikistan,TJK,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Turkmenistan,TKM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Togo,TGO,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,191
2019,Tunisia,TUN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,54
2019,Turkey,TUR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2007
2019,"United Arab Emirates",ARE,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Uganda,UGA,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,23
2019,Ukraine,UKR,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,254
2019,Uzbekistan,UZB,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,40
2019,"Venezuela (Bolivarian Republic of)",VEN,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,273
2019,Yemen,YEM,Belgium,BEL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,51
